,biomark_neural_panel,confident_rbp,gencode_id,gene_name,gene_status,gene_type,havana_gene,level,rbp,ribosomal,ribosomal_subunit,synapse,tag,transcript_id,transcript_name,transcript_status,transcript_type,transcription_factor
ENSG00000211637,False,False,ENSG00000211637.2,IGLV4-69,KNOWN,IG_V_gene,OTTHUMG00000150857.1,2,False,False,False,False,,ENSG00000211637.2,IGLV4-69,KNOWN,IG_V_gene,False
ENSG00000254355,False,False,ENSG00000254355.1,IGLVI-68,KNOWN,IG_V_pseudogene,OTTHUMG00000150853.1,2,False,False,False,False,,ENSG00000254355.1,IGLVI-68,KNOWN,IG_V_pseudogene,False
ENSG00000225070,False,False,ENSG00000225070.1,LL22NC03-23C6.13,NOVEL,lincRNA,OTTHUMG00000150859.1,2,False,False,False,False,,ENSG00000225070.1,LL22NC03-23C6.13,NOVEL,lincRNA,False
ENSG00000249333,False,False,ENSG00000249333.1,LL22NC03-23C6.12,KNOWN,pseudogene,OTTHUMG00000150863.1,2,False,False,False,False,,ENSG00000249333.1,LL22NC03-23C6.12,KNOWN,pseudogene,False
ENSG00000253794,False,False,ENSG00000253794.1,IGLV10-67,KNOWN,IG_V_pseudogene,OTTHUMG00000150849.1,2,False,False,False,False,,ENSG00000253794.1,IGLV10-67,KNOWN,IG_V_pseudogene,False
ENSG00000228161,False,False,ENSG00000228161.1,LL22NC03-23C6.15,KNOWN,pseudogene,OTTHUMG00000150860.1,2,False,False,False,False,,ENSG00000228161.1,LL22NC03-23C6.15,KNOWN,pseudogene,False
ENSG00000253874,False,False,ENSG00000253874.1,IGLVIV-66-1,KNOWN,IG_V_pseudogene,OTTHUMG00000150862.1,2,False,False,False,False,,ENSG00000253874.1,IGLVIV-66-1,KNOWN,IG_V_pseudogene,False
ENSG00000254075,False,False,ENSG00000254075.1,IGLVV-66,KNOWN,IG_V_pseudogene,OTTHUMG00000151584.1,2,False,False,False,False,,ENSG00000254075.1,IGLVV-66,KNOWN,IG_V_pseudogene,False
ENSG00000254161,False,False,ENSG00000254161.1,IGLVIV-65,KNOWN,IG_V_pseudogene,OTTHUMG00000150861.1,2,False,False,False,False,,ENSG00000254161.1,IGLVIV-65,KNOWN,IG_V_pseudogene,False
ENSG00000253242,False,False,ENSG00000253242.1,IGLVIV-64,KNOWN,IG_V_pseudogene,OTTHUMG00000150852.1,2,False,False,False,False,,ENSG00000253242.1,IGLVIV-64,KNOWN,IG_V_pseudogene,False
ENSG00000253752,False,False,ENSG00000253752.1,IGLVI-63,KNOWN,IG_V_pseudogene,OTTHUMG00000150855.1,2,False,False,False,False,,ENSG00000253752.1,IGLVI-63,KNOWN,IG_V_pseudogene,False
ENSG00000253823,False,False,ENSG00000253823.1,IGLV1-62,KNOWN,IG_V_pseudogene,OTTHUMG00000150848.1,2,False,False,False,False,,ENSG00000253823.1,IGLV1-62,KNOWN,IG_V_pseudogene,False
ENSG00000211638,False,False,ENSG00000211638.2,IGLV8-61,KNOWN,IG_V_gene,OTTHUMG00000150844.1,2,False,False,False,False,,ENSG00000211638.2,IGLV8-61,KNOWN,IG_V_gene,False
ENSG00000225741,False,False,ENSG00000225741.1,LL22NC03-88E1.17,KNOWN,pseudogene,OTTHUMG00000150843.1,1,False,False,False,False,pseudo_consens,ENSG00000225741.1,LL22NC03-88E1.17,KNOWN,pseudogene,False
ENSG00000182502,False,False,ENSG00000182502.2,ABHD17AP5,KNOWN,pseudogene,OTTHUMG00000150850.1,1,False,False,False,False,pseudo_consens,ENSG00000182502.2,ABHD17AP5,KNOWN,pseudogene,False
ENSG00000236118,False,False,ENSG00000236118.1,LL22NC03-30E12.10,KNOWN,pseudogene,OTTHUMG00000150845.2,2,False,False,False,False,,ENSG00000236118.1,LL22NC03-30E12.10,KNOWN,pseudogene,False
ENSG00000233720,False,False,ENSG00000233720.1,LL22NC03-30E12.11,KNOWN,pseudogene,OTTHUMG00000150856.2,2,False,False,False,False,,ENSG00000233720.1,LL22NC03-30E12.11,KNOWN,pseudogene,False
ENSG00000211639,False,False,ENSG00000211639.2,IGLV4-60,KNOWN,IG_V_gene,OTTHUMG00000150851.1,2,False,False,False,False,,ENSG00000211639.2,IGLV4-60,KNOWN,IG_V_gene,False
ENSG00000227710,False,False,ENSG00000227710.1,LL22NC03-30E12.13,KNOWN,pseudogene,OTTHUMG00000150858.1,2,False,False,False,False,,ENSG00000227710.1,LL22NC03-30E12.13,KNOWN,pseudogene,False
ENSG00000224465,False,False,ENSG00000224465.1,SOCS2P2,KNOWN,pseudogene,OTTHUMG00000150854.1,1,False,False,False,False,pseudo_consens,ENSG00000224465.1,SOCS2P2,KNOWN,pseudogene,False
ENSG00000254308,False,False,ENSG00000254308.1,IGLVIV-59,KNOWN,IG_V_pseudogene,OTTHUMG00000150847.1,2,False,False,False,False,,ENSG00000254308.1,IGLVIV-59,KNOWN,IG_V_pseudogene,False
ENSG00000253637,False,False,ENSG00000253637.1,IGLVV-58,KNOWN,IG_V_pseudogene,OTTHUMG00000150893.1,2,False,False,False,False,,ENSG00000253637.1,IGLVV-58,KNOWN,IG_V_pseudogene,False
ENSG00000236323,False,False,ENSG00000236323.1,BMP6P1,KNOWN,pseudogene,OTTHUMG00000150994.1,1,False,False,False,False,pseudo_consens,ENSG00000236323.1,BMP6P1,KNOWN,pseudogene,False
ENSG00000211640,False,False,ENSG00000211640.3,IGLV6-57,KNOWN,IG_V_gene,OTTHUMG00000150996.3,2,False,False,False,False,,ENSG00000211640.3,IGLV6-57,KNOWN,IG_V_gene,False
ENSG00000253126,False,False,ENSG00000253126.1,IGLVI-56,KNOWN,IG_V_pseudogene,OTTHUMG00000151583.1,2,False,False,False,False,,ENSG00000253126.1,IGLVI-56,KNOWN,IG_V_pseudogene,False
ENSG00000211641,False,False,ENSG00000211641.2,IGLV11-55,KNOWN,IG_V_gene,OTTHUMG00000150995.3,2,False,False,False,False,,ENSG00000211641.2,IGLV11-55,KNOWN,IG_V_gene,False
ENSG00000211642,False,False,ENSG00000211642.2,IGLV10-54,KNOWN,IG_V_gene,OTTHUMG00000150993.1,2,False,False,False,False,,ENSG00000211642.2,IGLV10-54,KNOWN,IG_V_gene,False
ENSG00000253935,False,False,ENSG00000253935.1,IGLVIV-53,KNOWN,IG_V_pseudogene,OTTHUMG00000151585.1,2,False,False,False,False,,ENSG00000253935.1,IGLVIV-53,KNOWN,IG_V_pseudogene,False
ENSG00000228050,False,False,ENSG00000228050.1,TOP3BP1,KNOWN,pseudogene,OTTHUMG00000151044.1,2,False,False,False,False,,ENSG00000228050.1,TOP3BP1,KNOWN,pseudogene,False
ENSG00000234726,False,False,ENSG00000234726.1,LL22NC03-123E1.5,KNOWN,pseudogene,OTTHUMG00000155637.1,1,False,False,False,False,pseudo_consens,ENSG00000234726.1,LL22NC03-123E1.5,KNOWN,pseudogene,False
ENSG00000169575,False,False,ENSG00000169575.4,VPREB1,KNOWN,protein_coding,OTTHUMG00000151042.1,2,False,False,False,False,,ENSG00000169575.4,VPREB1,KNOWN,protein_coding,False
ENSG00000272216,False,False,ENSG00000272216.1,LL22NC03-2H8.5,NOVEL,lincRNA,OTTHUMG00000185331.1,2,False,False,False,False,,ENSG00000272216.1,LL22NC03-2H8.5,NOVEL,lincRNA,False
ENSG00000234630,False,False,ENSG00000234630.1,LL22NC03-2H8.4,NOVEL,lincRNA,OTTHUMG00000151038.1,2,False,False,False,False,,ENSG00000234630.1,LL22NC03-2H8.4,NOVEL,lincRNA,False
ENSG00000236850,False,False,ENSG00000236850.4,BMS1P20,NOVEL,processed_transcript,OTTHUMG00000186398.1,2,False,False,False,False,,ENSG00000236850.4,BMS1P20,NOVEL,processed_transcript,False
ENSG00000272779,False,False,ENSG00000272779.1,LL22NC03-80A10.6,KNOWN,pseudogene,OTTHUMG00000151046.2,2,False,False,False,False,,ENSG00000272779.1,LL22NC03-80A10.6,KNOWN,pseudogene,False
ENSG00000211643,False,False,ENSG00000211643.2,IGLV5-52,KNOWN,IG_V_gene,OTTHUMG00000151049.1,2,False,False,False,False,,ENSG00000211643.2,IGLV5-52,KNOWN,IG_V_gene,False
ENSG00000211644,False,False,ENSG00000211644.2,IGLV1-51,KNOWN,IG_V_gene,OTTHUMG00000151035.1,2,False,False,False,False,,ENSG00000211644.2,IGLV1-51,KNOWN,IG_V_gene,False
ENSG00000211645,False,False,ENSG00000211645.2,IGLV1-50,KNOWN,IG_V_gene,OTTHUMG00000151051.3,2,False,False,False,False,,ENSG00000211645.2,IGLV1-50,KNOWN,IG_V_gene,False
ENSG00000225724,False,False,ENSG00000225724.1,LL22NC03-80A10.11,KNOWN,pseudogene,OTTHUMG00000151037.1,1,False,False,False,False,pseudo_consens,ENSG00000225724.1,LL22NC03-80A10.11,KNOWN,pseudogene,False
ENSG00000223350,False,False,ENSG00000223350.2,IGLV9-49,KNOWN,IG_V_gene,OTTHUMG00000151045.1,2,False,False,False,False,,ENSG00000223350.2,IGLV9-49,KNOWN,IG_V_gene,False
ENSG00000232515,False,False,ENSG00000232515.1,LL22NC03-75A1.9,KNOWN,pseudogene,OTTHUMG00000151039.1,2,False,False,False,False,,ENSG00000232515.1,LL22NC03-75A1.9,KNOWN,pseudogene,False
ENSG00000211647,False,False,ENSG00000211647.1,IGLV5-48,KNOWN,IG_V_gene,OTTHUMG00000151041.2,2,False,False,False,False,,ENSG00000211647.1,IGLV5-48,KNOWN,IG_V_gene,False
ENSG00000211648,False,False,ENSG00000211648.2,IGLV1-47,KNOWN,IG_V_gene,OTTHUMG00000151048.2,2,False,False,False,False,,ENSG00000211648.2,IGLV1-47,KNOWN,IG_V_gene,False
ENSG00000237428,False,False,ENSG00000237428.1,LL22NC03-22A12.9,KNOWN,pseudogene,OTTHUMG00000151052.1,1,False,False,False,False,pseudo_consens,ENSG00000237428.1,LL22NC03-22A12.9,KNOWN,pseudogene,False
ENSG00000211649,False,False,ENSG00000211649.2,IGLV7-46,KNOWN,IG_V_gene,OTTHUMG00000151040.1,2,False,False,False,False,,ENSG00000211649.2,IGLV7-46,KNOWN,IG_V_gene,False
ENSG00000232603,False,False,ENSG00000232603.1,LL22NC03-22A12.12,KNOWN,pseudogene,OTTHUMG00000151055.1,2,False,False,False,False,,ENSG00000232603.1,LL22NC03-22A12.12,KNOWN,pseudogene,False
ENSG00000211650,False,False,ENSG00000211650.2,IGLV5-45,KNOWN,IG_V_gene,OTTHUMG00000151054.2,2,False,False,False,False,,ENSG00000211650.2,IGLV5-45,KNOWN,IG_V_gene,False
ENSG00000211651,False,False,ENSG00000211651.2,IGLV1-44,KNOWN,IG_V_gene,OTTHUMG00000151050.1,2,False,False,False,False,,ENSG00000211651.2,IGLV1-44,KNOWN,IG_V_gene,False
ENSG00000211652,False,False,ENSG00000211652.2,IGLV7-43,KNOWN,IG_V_gene,OTTHUMG00000151053.1,2,False,False,False,False,,ENSG00000211652.2,IGLV7-43,KNOWN,IG_V_gene,False
ENSG00000254175,False,False,ENSG00000254175.1,IGLVI-42,KNOWN,IG_V_pseudogene,OTTHUMG00000151043.1,2,False,False,False,False,,ENSG00000254175.1,IGLVI-42,KNOWN,IG_V_pseudogene,False
ENSG00000254073,False,False,ENSG00000254073.1,IGLVVII-41-1,KNOWN,IG_V_pseudogene,OTTHUMG00000151296.1,2,False,False,False,False,,ENSG00000254073.1,IGLVVII-41-1,KNOWN,IG_V_pseudogene,False
ENSG00000253818,False,False,ENSG00000253818.1,IGLV1-41,KNOWN,IG_V_pseudogene,OTTHUMG00000151056.1,2,False,False,False,False,,ENSG00000253818.1,IGLV1-41,KNOWN,IG_V_pseudogene,False
ENSG00000211653,False,False,ENSG00000211653.2,IGLV1-40,KNOWN,IG_V_gene,OTTHUMG00000151072.1,2,False,False,False,False,,ENSG00000211653.2,IGLV1-40,KNOWN,IG_V_gene,False
ENSG00000224144,False,False,ENSG00000224144.1,ASH2LP1,KNOWN,pseudogene,OTTHUMG00000151071.1,1,False,False,False,False,pseudo_consens,ENSG00000224144.1,ASH2LP1,KNOWN,pseudogene,False
ENSG00000253889,False,False,ENSG00000253889.1,IGLVI-38,KNOWN,IG_V_pseudogene,OTTHUMG00000151073.1,2,False,False,False,False,,ENSG00000253889.1,IGLVI-38,KNOWN,IG_V_pseudogene,False
ENSG00000211654,False,False,ENSG00000211654.2,IGLV5-37,KNOWN,IG_V_gene,OTTHUMG00000151069.1,2,False,False,False,False,,ENSG00000211654.2,IGLV5-37,KNOWN,IG_V_gene,False
ENSG00000211655,False,False,ENSG00000211655.2,IGLV1-36,KNOWN,IG_V_gene,OTTHUMG00000151074.1,2,False,False,False,False,,ENSG00000211655.2,IGLV1-36,KNOWN,IG_V_gene,False
ENSG00000230821,False,False,ENSG00000230821.1,KB-288A10.17,KNOWN,pseudogene,OTTHUMG00000151070.1,1,False,False,False,False,pseudo_consens,ENSG00000230821.1,KB-288A10.17,KNOWN,pseudogene,False
ENSG00000253631,False,False,ENSG00000253631.1,IGLV7-35,KNOWN,IG_V_pseudogene,OTTHUMG00000151067.1,2,False,False,False,False,,ENSG00000253631.1,IGLV7-35,KNOWN,IG_V_pseudogene,False
ENSG00000226595,False,False,ENSG00000226595.1,KB-288A10.19,KNOWN,pseudogene,OTTHUMG00000151068.1,2,False,False,False,False,,ENSG00000226595.1,KB-288A10.19,KNOWN,pseudogene,False
ENSG00000198477,False,False,ENSG00000198477.3,ZNF280B,KNOWN,protein_coding,OTTHUMG00000151066.2,2,False,False,False,False,,ENSG00000198477.3,ZNF280B,KNOWN,protein_coding,False
ENSG00000169548,False,False,ENSG00000169548.3,ZNF280A,KNOWN,protein_coding,OTTHUMG00000030545.3,2,False,False,False,False,,ENSG00000169548.3,ZNF280A,KNOWN,protein_coding,False
ENSG00000239066,False,False,ENSG00000239066.1,snoU13,NOVEL,snoRNA,,3,False,False,False,False,,ENSG00000239066.1,snoU13,NOVEL,snoRNA,False
ENSG00000185686,False,False,ENSG00000185686.13,PRAME,KNOWN,protein_coding,OTTHUMG00000151172.1,2,False,False,False,False,,ENSG00000185686.13,PRAME,KNOWN,protein_coding,False
ENSG00000220891,False,False,ENSG00000220891.1,LL22NC03-63E9.3,PUTATIVE,protein_coding,OTTHUMG00000151164.1,1,False,False,False,False,,ENSG00000220891.1,LL22NC03-63E9.3,PUTATIVE,protein_coding,False
ENSG00000253120,False,False,ENSG00000253120.1,IGLV2-34,KNOWN,IG_V_pseudogene,OTTHUMG00000151174.2,2,False,False,False,False,,ENSG00000253120.1,IGLV2-34,KNOWN,IG_V_pseudogene,False
ENSG00000211656,False,False,ENSG00000211656.2,IGLV2-33,KNOWN,IG_V_gene,OTTHUMG00000151178.2,2,False,False,False,False,,ENSG00000211656.2,IGLV2-33,KNOWN,IG_V_gene,False
ENSG00000211657,False,False,ENSG00000211657.2,IGLV3-32,KNOWN,IG_V_gene,OTTHUMG00000151166.2,2,False,False,False,False,,ENSG00000211657.2,IGLV3-32,KNOWN,IG_V_gene,False
ENSG00000253920,False,False,ENSG00000253920.1,IGLV3-31,KNOWN,IG_V_pseudogene,OTTHUMG00000151179.1,2,False,False,False,False,,ENSG00000253920.1,IGLV3-31,KNOWN,IG_V_pseudogene,False
ENSG00000253329,False,False,ENSG00000253329.1,IGLV3-30,KNOWN,IG_V_pseudogene,OTTHUMG00000151182.1,2,False,False,False,False,,ENSG00000253329.1,IGLV3-30,KNOWN,IG_V_pseudogene,False
ENSG00000215456,False,False,ENSG00000215456.5,BCRP4,KNOWN,pseudogene,OTTHUMG00000151175.1,2,False,False,False,False,,ENSG00000215456.5,BCRP4,KNOWN,pseudogene,False
ENSG00000183169,False,False,ENSG00000183169.6,POM121L1P,KNOWN,pseudogene,OTTHUMG00000151169.2,1,False,False,False,False,pseudo_consens,ENSG00000183169.6,POM121L1P,KNOWN,pseudogene,False
ENSG00000100121,False,False,ENSG00000100121.8,GGTLC2,KNOWN,protein_coding,OTTHUMG00000151177.2,2,False,False,False,False,,ENSG00000100121.8,GGTLC2,KNOWN,protein_coding,False
ENSG00000253338,False,False,ENSG00000253338.1,IGLV3-29,KNOWN,IG_V_pseudogene,OTTHUMG00000151168.1,2,False,False,False,False,,ENSG00000253338.1,IGLV3-29,KNOWN,IG_V_pseudogene,False
ENSG00000207834,False,False,ENSG00000207834.1,D86994.2,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000207834.1,D86994.2,NOVEL,miRNA,False
ENSG00000253451,False,False,ENSG00000253451.1,IGLV2-28,KNOWN,IG_V_pseudogene,OTTHUMG00000151183.1,2,False,False,False,False,,ENSG00000253451.1,IGLV2-28,KNOWN,IG_V_pseudogene,False
ENSG00000211658,False,False,ENSG00000211658.2,IGLV3-27,KNOWN,IG_V_gene,OTTHUMG00000151171.1,2,False,False,False,False,,ENSG00000211658.2,IGLV3-27,KNOWN,IG_V_gene,False
ENSG00000253913,False,False,ENSG00000253913.1,IGLV3-26,KNOWN,IG_V_pseudogene,OTTHUMG00000151211.1,2,False,False,False,False,,ENSG00000253913.1,IGLV3-26,KNOWN,IG_V_pseudogene,False
ENSG00000253779,False,False,ENSG00000253779.1,IGLVVI-25-1,KNOWN,IG_V_pseudogene,OTTHUMG00000151586.1,2,False,False,False,False,,ENSG00000253779.1,IGLVVI-25-1,KNOWN,IG_V_pseudogene,False
ENSG00000211659,False,False,ENSG00000211659.2,IGLV3-25,KNOWN,IG_V_gene,OTTHUMG00000151221.1,2,False,False,False,False,,ENSG00000211659.2,IGLV3-25,KNOWN,IG_V_gene,False
ENSG00000232350,False,False,ENSG00000232350.1,LL22NC03-102D1.16,KNOWN,pseudogene,OTTHUMG00000151223.1,2,False,False,False,False,,ENSG00000232350.1,LL22NC03-102D1.16,KNOWN,pseudogene,False
ENSG00000223999,False,False,ENSG00000223999.1,LL22NC03-102D1.18,NOVEL,lincRNA,OTTHUMG00000151209.1,2,False,False,False,False,,ENSG00000223999.1,LL22NC03-102D1.18,NOVEL,lincRNA,False
ENSG00000253822,False,False,ENSG00000253822.1,IGLV3-24,KNOWN,IG_V_pseudogene,OTTHUMG00000151230.1,2,False,False,False,False,,ENSG00000253822.1,IGLV3-24,KNOWN,IG_V_pseudogene,False
ENSG00000211660,False,False,ENSG00000211660.3,IGLV2-23,KNOWN,IG_V_gene,OTTHUMG00000151234.2,2,False,False,False,False,,ENSG00000211660.3,IGLV2-23,KNOWN,IG_V_gene,False
ENSG00000207830,False,False,ENSG00000207830.1,D86994.1,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000207830.1,D86994.1,NOVEL,miRNA,False
ENSG00000253546,False,False,ENSG00000253546.1,IGLVVI-22-1,KNOWN,IG_V_pseudogene,OTTHUMG00000151219.1,2,False,False,False,False,,ENSG00000253546.1,IGLVVI-22-1,KNOWN,IG_V_pseudogene,False
ENSG00000211661,False,False,ENSG00000211661.2,IGLV3-22,KNOWN,IG_V_gene,OTTHUMG00000151229.2,2,False,False,False,False,,ENSG00000211661.2,IGLV3-22,KNOWN,IG_V_gene,False
ENSG00000211662,False,False,ENSG00000211662.2,IGLV3-21,KNOWN,IG_V_gene,OTTHUMG00000151213.1,2,False,False,False,False,,ENSG00000211662.2,IGLV3-21,KNOWN,IG_V_gene,False
ENSG00000254240,False,False,ENSG00000254240.1,IGLVI-20,KNOWN,IG_V_pseudogene,OTTHUMG00000151242.1,2,False,False,False,False,,ENSG00000254240.1,IGLVI-20,KNOWN,IG_V_pseudogene,False
ENSG00000211663,False,False,ENSG00000211663.2,IGLV3-19,KNOWN,IG_V_gene,OTTHUMG00000151226.1,2,False,False,False,False,,ENSG00000211663.2,IGLV3-19,KNOWN,IG_V_gene,False
ENSG00000264629,False,False,ENSG00000264629.1,D87007.1,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000264629.1,D87007.1,NOVEL,miRNA,False
ENSG00000211664,False,False,ENSG00000211664.2,IGLV2-18,KNOWN,IG_V_gene,OTTHUMG00000151232.1,2,False,False,False,False,,ENSG00000211664.2,IGLV2-18,KNOWN,IG_V_gene,False
ENSG00000253152,False,False,ENSG00000253152.1,IGLV3-17,KNOWN,IG_V_pseudogene,OTTHUMG00000151227.1,2,False,False,False,False,,ENSG00000253152.1,IGLV3-17,KNOWN,IG_V_pseudogene,False
ENSG00000211665,False,False,ENSG00000211665.2,IGLV3-16,KNOWN,IG_V_gene,OTTHUMG00000151231.1,2,False,False,False,False,,ENSG00000211665.2,IGLV3-16,KNOWN,IG_V_gene,False
ENSG00000253786,False,False,ENSG00000253786.1,IGLV3-15,KNOWN,IG_V_pseudogene,OTTHUMG00000151210.2,2,False,False,False,False,,ENSG00000253786.1,IGLV3-15,KNOWN,IG_V_pseudogene,False
ENSG00000207835,False,False,ENSG00000207835.1,D87015.1,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000207835.1,D87015.1,NOVEL,miRNA,False
ENSG00000211666,False,False,ENSG00000211666.2,IGLV2-14,KNOWN,IG_V_gene,OTTHUMG00000151235.1,2,False,False,False,False,,ENSG00000211666.2,IGLV2-14,KNOWN,IG_V_gene,False
ENSG00000253590,False,False,ENSG00000253590.1,IGLV3-13,KNOWN,IG_V_pseudogene,OTTHUMG00000151215.2,2,False,False,False,False,,ENSG00000253590.1,IGLV3-13,KNOWN,IG_V_pseudogene,False
ENSG00000211667,False,False,ENSG00000211667.2,IGLV3-12,KNOWN,IG_V_gene,OTTHUMG00000151233.1,2,False,False,False,False,,ENSG00000211667.2,IGLV3-12,KNOWN,IG_V_gene,False
ENSG00000231392,False,False,ENSG00000231392.1,LL22NC03-24A12.8,KNOWN,pseudogene,OTTHUMG00000151295.1,2,False,False,False,False,,ENSG00000231392.1,LL22NC03-24A12.8,KNOWN,pseudogene,False
ENSG00000207833,False,False,ENSG00000207833.1,D86998.1,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000207833.1,D86998.1,NOVEL,miRNA,False
ENSG00000211668,False,False,ENSG00000211668.2,IGLV2-11,KNOWN,IG_V_gene,OTTHUMG00000151236.1,2,False,False,False,False,,ENSG00000211668.2,IGLV2-11,KNOWN,IG_V_gene,False
ENSG00000211669,False,False,ENSG00000211669.2,IGLV3-10,KNOWN,IG_V_gene,OTTHUMG00000151237.1,2,False,False,False,False,,ENSG00000211669.2,IGLV3-10,KNOWN,IG_V_gene,False
ENSG00000226477,False,False,ENSG00000226477.1,LL22NC03-84E4.11,KNOWN,pseudogene,OTTHUMG00000151241.1,2,False,False,False,False,,ENSG00000226477.1,LL22NC03-84E4.11,KNOWN,pseudogene,False
ENSG00000211670,False,False,ENSG00000211670.2,IGLV3-9,KNOWN,IG_V_gene,OTTHUMG00000151239.1,2,False,False,False,False,,ENSG00000211670.2,IGLV3-9,KNOWN,IG_V_gene,False
ENSG00000211671,False,False,ENSG00000211671.2,IGLV2-8,KNOWN,IG_V_gene,OTTHUMG00000151240.1,2,False,False,False,False,,ENSG00000211671.2,IGLV2-8,KNOWN,IG_V_gene,False
ENSG00000207836,False,False,ENSG00000207836.1,MIR650,KNOWN,miRNA,,3,False,False,False,False,,ENSG00000207836.1,MIR650,KNOWN,miRNA,False
ENSG00000237127,False,False,ENSG00000237127.1,LL22NC03-84E4.8,KNOWN,pseudogene,OTTHUMG00000151228.1,2,False,False,False,False,,ENSG00000237127.1,LL22NC03-84E4.8,KNOWN,pseudogene,False
ENSG00000254077,False,False,ENSG00000254077.1,IGLV3-7,KNOWN,IG_V_pseudogene,OTTHUMG00000151208.1,2,False,False,False,False,,ENSG00000254077.1,IGLV3-7,KNOWN,IG_V_pseudogene,False
ENSG00000253448,False,False,ENSG00000253448.1,IGLV3-6,KNOWN,IG_V_pseudogene,OTTHUMG00000151222.1,2,False,False,False,False,,ENSG00000253448.1,IGLV3-6,KNOWN,IG_V_pseudogene,False
ENSG00000207832,False,False,ENSG00000207832.1,D87024.1,NOVEL,miRNA,,3,False,False,False,False,,ENSG00000207832.1,D87024.1,NOVEL,miRNA,False
ENSG00000253234,False,False,ENSG00000253234.1,IGLV2-5,KNOWN,IG_V_pseudogene,OTTHUMG00000151216.1,2,False,False,False,False,,ENSG00000253234.1,IGLV2-5,KNOWN,IG_V_pseudogene,False
ENSG00000226420,False,False,ENSG00000226420.1,IGLV3-4,KNOWN,IG_V_pseudogene,OTTHUMG00000151238.1,2,False,False,False,False,,ENSG00000226420.1,IGLV3-4,KNOWN,IG_V_pseudogene,False
ENSG00000211672,False,False,ENSG00000211672.2,IGLV4-3,KNOWN,IG_V_gene,OTTHUMG00000151244.1,2,False,False,False,False,,ENSG00000211672.2,IGLV4-3,KNOWN,IG_V_gene,False
ENSG00000253963,False,False,ENSG00000253963.1,IGLV3-2,KNOWN,IG_V_pseudogene,OTTHUMG00000151212.1,2,False,False,False,False,,ENSG00000253963.1,IGLV3-2,KNOWN,IG_V_pseudogene,False
ENSG00000211673,False,False,ENSG00000211673.2,IGLV3-1,KNOWN,IG_V_gene,OTTHUMG00000151224.2,2,False,False,False,False,,ENSG00000211673.2,IGLV3-1,KNOWN,IG_V_gene,False
ENSG00000264824,False,False,ENSG00000264824.1,hsa-mir-5571,KNOWN,miRNA,,3,False,False,False,False,,ENSG00000264824.1,hsa-mir-5571,KNOWN,miRNA,False
ENSG00000254709,False,False,ENSG00000254709.2,IGLL5,KNOWN,protein_coding,OTTHUMG00000165670.2,2,False,False,False,False,,ENSG00000254709.2,IGLL5,KNOWN,protein_coding,False
ENSG00000211674,False,False,ENSG00000211674.2,IGLJ1,KNOWN,IG_J_gene,OTTHUMG00000151225.1,2,False,False,False,False,,ENSG00000211674.2,IGLJ1,KNOWN,IG_J_gene,False
ENSG00000211675,False,False,ENSG00000211675.2,IGLC1,KNOWN,IG_C_gene,OTTHUMG00000151218.3,2,False,False,False,False,,ENSG00000211675.2,IGLC1,KNOWN,IG_C_gene,False
ENSG00000211676,False,False,ENSG00000211676.2,IGLJ2,KNOWN,IG_J_gene,OTTHUMG00000151243.1,2,False,False,False,False,,ENSG00000211676.2,IGLJ2,KNOWN,IG_J_gene,False
ENSG00000211677,False,False,ENSG00000211677.2,IGLC2,KNOWN,IG_C_gene,OTTHUMG00000151214.3,2,False,False,False,False,,ENSG00000211677.2,IGLC2,KNOWN,IG_C_gene,False
ENSG00000211678,False,False,ENSG00000211678.2,IGLJ3,KNOWN,IG_J_gene,OTTHUMG00000151220.1,2,False,False,False,False,,ENSG00000211678.2,IGLJ3,KNOWN,IG_J_gene,False
ENSG00000211679,False,False,ENSG00000211679.2,IGLC3,KNOWN,IG_C_gene,OTTHUMG00000151217.3,2,False,False,False,False,,ENSG00000211679.2,IGLC3,KNOWN,IG_C_gene,False
ENSG00000211680,False,False,ENSG00000211680.2,IGLJ4,KNOWN,IG_J_gene,OTTHUMG00000151184.1,2,False,False,False,False,,ENSG00000211680.2,IGLJ4,KNOWN,IG_J_gene,False
ENSG00000254029,False,False,ENSG00000254029.1,IGLC4,KNOWN,IG_C_pseudogene,OTTHUMG00000151180.1,2,False,False,False,False,,ENSG00000254029.1,IGLC4,KNOWN,IG_C_pseudogene,False
ENSG00000211681,False,False,ENSG00000211681.2,IGLJ5,KNOWN,IG_J_gene,OTTHUMG00000151170.1,2,False,False,False,False,,ENSG00000211681.2,IGLJ5,KNOWN,IG_J_gene,False
ENSG00000254030,False,False,ENSG00000254030.1,IGLC5,KNOWN,IG_C_pseudogene,OTTHUMG00000151176.1,2,False,False,False,False,,ENSG00000254030.1,IGLC5,KNOWN,IG_C_pseudogene,False
ENSG00000211682,False,False,ENSG00000211682.2,IGLJ6,KNOWN,IG_J_gene,OTTHUMG00000151181.1,2,False,False,False,False,,ENSG00000211682.2,IGLJ6,KNOWN,IG_J_gene,False
